"subject" "activity" "mean" "instrument" "signal" "signal_type" "jerk" "calc" "statistic" "axis"
16 "walking_upstairs" 0.0718408878078431 "gyroscope" "time" "body" NA NA "mean" NA
16 "walking_upstairs" -0.0486136789705882 "gyroscope" "time" "body" NA NA "mean" NA
16 "walking_upstairs" -0.00779288021764706 "gyroscope" "time" "body" NA NA "mean" NA
16 "walking_upstairs" -0.140908293613922 "gyroscope" "time" "body" "jerk" NA "mean" NA
16 "walking_upstairs" -0.0296211298558824 "gyroscope" "time" "body" "jerk" NA "mean" NA
16 "walking_upstairs" -0.035416300054902 "gyroscope" "time" "body" "jerk" NA "mean" NA
16 "walking_upstairs" -0.233990331568627 "accelerometer" "time" "body" NA "magnitude" "mean" NA
16 "walking_upstairs" -0.233990331568627 "accelerometer" "time" "gravity" NA "magnitude" "mean" NA
16 "walking_upstairs" -0.48321905 "accelerometer" "time" "body" "jerk" "magnitude" "mean" NA
16 "walking_upstairs" -0.308260568039216 "gyroscope" "time" "body" NA "magnitude" "mean" NA
16 "walking_upstairs" -0.737705162156863 "gyroscope" "time" "body" "jerk" "magnitude" "mean" NA
16 "walking_upstairs" -0.474984014705882 "accelerometer" "frequency" "body" NA NA "mean" NA
16 "walking_upstairs" -0.268063812745098 "accelerometer" "frequency" "body" NA NA "mean" NA
16 "walking_upstairs" -0.335853041176471 "accelerometer" "frequency" "body" NA NA "mean" NA
16 "walking_upstairs" -0.438031145882353 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
16 "walking_upstairs" -0.223644983547059 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
16 "walking_upstairs" -0.301508248862745 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
16 "walking_upstairs" -0.546088862941176 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
16 "walking_upstairs" -0.468605205294118 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
16 "walking_upstairs" -0.565220840588235 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
16 "walking_upstairs" -0.332237727509804 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
16 "walking_upstairs" -0.535799234509804 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
16 "walking_upstairs" -0.519560112156863 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
16 "walking_upstairs" -0.53239971627451 "gyroscope" "frequency" "body" NA NA "mean" NA
16 "walking_upstairs" -0.642018064117647 "gyroscope" "frequency" "body" NA NA "mean" NA
16 "walking_upstairs" -0.492427493529412 "gyroscope" "frequency" "body" NA NA "mean" NA
16 "walking_upstairs" -0.380643599411765 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
16 "walking_upstairs" -0.311988459980392 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
16 "walking_upstairs" -0.419784041764706 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
16 "walking_upstairs" -0.370649738235294 "accelerometer" "frequency" "body" NA "magnitude" "mean" NA
16 "walking_upstairs" -0.0937396805764706 "accelerometer" "frequency" "body" NA "magnitude" "mean frequency" NA
16 "walking_upstairs" -0.475597717843137 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean" NA
16 "walking_upstairs" 0.0673443714078431 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
16 "walking_upstairs" -0.630546675490196 "gyroscope" "frequency" "body" NA "magnitude" "mean" NA
16 "walking_upstairs" -0.279231071313725 "gyroscope" "frequency" "body" NA "magnitude" "mean frequency" NA
16 "walking_upstairs" -0.787833632352941 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean" NA
16 "walking_upstairs" 0.13453789232549 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
16 "walking_upstairs" -0.397083831568627 "accelerometer" "time" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.163732745078431 "accelerometer" "time" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.129283825721569 "accelerometer" "time" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.948413552745098 "accelerometer" "time" "gravity" NA NA "std dev" NA
16 "walking_upstairs" -0.933657461176471 "accelerometer" "time" "gravity" NA NA "std dev" NA
16 "walking_upstairs" -0.907649558823529 "accelerometer" "time" "gravity" NA NA "std dev" NA
16 "walking_upstairs" -0.521089140196078 "accelerometer" "time" "body" "jerk" NA "std dev" NA
16 "walking_upstairs" -0.425625937254902 "accelerometer" "time" "body" "jerk" NA "std dev" NA
16 "walking_upstairs" -0.593411129607843 "accelerometer" "time" "body" "jerk" NA "std dev" NA
16 "walking_upstairs" -0.508087166666667 "gyroscope" "time" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.58638289372549 "gyroscope" "time" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.365025170078431 "gyroscope" "time" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.707264168627451 "gyroscope" "time" "body" "jerk" NA "std dev" NA
16 "walking_upstairs" -0.77471906627451 "gyroscope" "time" "body" "jerk" NA "std dev" NA
16 "walking_upstairs" -0.717101021960784 "gyroscope" "time" "body" "jerk" NA "std dev" NA
16 "walking_upstairs" -0.334795080196078 "accelerometer" "time" "body" NA "magnitude" "std dev" NA
16 "walking_upstairs" -0.334795080196078 "accelerometer" "time" "gravity" NA "magnitude" "std dev" NA
16 "walking_upstairs" -0.493067129607843 "accelerometer" "time" "body" "jerk" "magnitude" "std dev" NA
16 "walking_upstairs" -0.518189646470588 "gyroscope" "time" "body" NA "magnitude" "std dev" NA
16 "walking_upstairs" -0.797293228431373 "gyroscope" "time" "body" "jerk" "magnitude" "std dev" NA
16 "walking_upstairs" -0.369636140980392 "accelerometer" "frequency" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.166324239117647 "accelerometer" "frequency" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.094561233145098 "accelerometer" "frequency" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.538073090196078 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
16 "walking_upstairs" -0.417127012352941 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
16 "walking_upstairs" -0.620123586470588 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
16 "walking_upstairs" -0.509896031372549 "gyroscope" "frequency" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.559600598431373 "gyroscope" "frequency" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.387309489901961 "gyroscope" "frequency" "body" NA NA "std dev" NA
16 "walking_upstairs" -0.418924256078431 "accelerometer" "frequency" "body" NA "magnitude" "std dev" NA
16 "walking_upstairs" -0.51993124 "accelerometer" "frequency" "body" "jerk" "magnitude" "std dev" NA
16 "walking_upstairs" -0.532486721568627 "gyroscope" "frequency" "body" NA "magnitude" "std dev" NA
16 "walking_upstairs" -0.825314327058824 "gyroscope" "frequency" "body" "jerk" "magnitude" "std dev" NA
17 "laying" 0.269780085577465 "accelerometer" "time" "body" NA NA "mean" NA
17 "laying" -0.0168462006729577 "accelerometer" "time" "body" NA NA "mean" NA
17 "laying" -0.107006279704225 "accelerometer" "time" "body" NA NA "mean" NA
17 "laying" -0.19913309 "accelerometer" "time" "gravity" NA NA "mean" NA
17 "laying" 0.658792072253521 "accelerometer" "time" "gravity" NA NA "mean" NA
17 "laying" 0.722657502112676 "accelerometer" "time" "gravity" NA NA "mean" NA
17 "laying" 0.077908974656338 "accelerometer" "time" "body" "jerk" NA "mean" NA
17 "laying" 0.00706867100408451 "accelerometer" "time" "body" "jerk" NA "mean" NA
17 "laying" -0.000143542544507042 "accelerometer" "time" "body" "jerk" NA "mean" NA
17 "laying" -0.0234756467113239 "gyroscope" "time" "body" NA NA "mean" NA
17 "laying" -0.0944580192535211 "gyroscope" "time" "body" NA NA "mean" NA
17 "laying" 0.111440490309859 "gyroscope" "time" "body" NA NA "mean" NA
17 "laying" -0.102049763957746 "gyroscope" "time" "body" "jerk" NA "mean" NA
17 "laying" -0.0361961143943662 "gyroscope" "time" "body" "jerk" NA "mean" NA
17 "laying" -0.0604927046338028 "gyroscope" "time" "body" "jerk" NA "mean" NA
17 "laying" -0.953021411126761 "accelerometer" "time" "body" NA "magnitude" "mean" NA
17 "laying" -0.953021411126761 "accelerometer" "time" "gravity" NA "magnitude" "mean" NA
17 "laying" -0.981607627887324 "accelerometer" "time" "body" "jerk" "magnitude" "mean" NA
17 "laying" -0.960733121690141 "gyroscope" "time" "body" NA "magnitude" "mean" NA
17 "laying" -0.985542411126761 "gyroscope" "time" "body" "jerk" "magnitude" "mean" NA
17 "laying" -0.974359280140845 "accelerometer" "frequency" "body" NA NA "mean" NA
17 "laying" -0.954648102253521 "accelerometer" "frequency" "body" NA NA "mean" NA
17 "laying" -0.965406091549296 "accelerometer" "frequency" "body" NA NA "mean" NA
17 "laying" -0.115141826580282 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
17 "laying" 0.0546075608732394 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
17 "laying" 0.0834467170676056 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
17 "laying" -0.98147206915493 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
17 "laying" -0.977212387746479 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
17 "laying" -0.98038005915493 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
17 "laying" 0.188447976580282 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
17 "laying" 0.0279305879725352 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
17 "laying" 0.0265752327492958 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
17 "laying" -0.971949211126761 "gyroscope" "frequency" "body" NA NA "mean" NA
17 "laying" -0.973669098591549 "gyroscope" "frequency" "body" NA NA "mean" NA
17 "laying" -0.976164852112676 "gyroscope" "frequency" "body" NA NA "mean" NA
17 "laying" 0.00656792310211268 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
17 "laying" 0.0154847631971831 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
17 "laying" 0.131970584167183 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
17 "laying" -0.961046326338028 "accelerometer" "frequency" "body" NA "magnitude" "mean" NA
17 "laying" -0.0494678208816901 "accelerometer" "frequency" "body" NA "magnitude" "mean frequency" NA
17 "laying" -0.979687318732394 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean" NA
17 "laying" 0.374273668633803 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
17 "laying" -0.969014444788732 "gyroscope" "frequency" "body" NA "magnitude" "mean" NA
17 "laying" -0.0465567390414085 "gyroscope" "frequency" "body" NA "magnitude" "mean frequency" NA
17 "laying" -0.982765526478873 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean" NA
17 "laying" 0.242850862323944 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
17 "laying" -0.972960567323944 "accelerometer" "time" "body" NA NA "std dev" NA
17 "laying" -0.944792875211268 "accelerometer" "time" "body" NA NA "std dev" NA
17 "laying" -0.953476700140845 "accelerometer" "time" "body" NA NA "std dev" NA
17 "laying" -0.961063222394366 "accelerometer" "time" "gravity" NA NA "std dev" NA
17 "laying" -0.961466681267606 "accelerometer" "time" "gravity" NA NA "std dev" NA
17 "laying" -0.957164565211268 "accelerometer" "time" "gravity" NA NA "std dev" NA
17 "laying" -0.981489017183099 "accelerometer" "time" "body" "jerk" NA "std dev" NA
17 "laying" -0.976960542816901 "accelerometer" "time" "body" "jerk" NA "std dev" NA
17 "laying" -0.98281300056338 "accelerometer" "time" "body" "jerk" NA "std dev" NA
17 "laying" -0.975893061830986 "gyroscope" "time" "body" NA NA "std dev" NA
17 "laying" -0.971484336197183 "gyroscope" "time" "body" NA NA "std dev" NA
17 "laying" -0.976200771267606 "gyroscope" "time" "body" NA NA "std dev" NA
17 "laying" -0.980792372112676 "gyroscope" "time" "body" "jerk" NA "std dev" NA
17 "laying" -0.983135596619718 "gyroscope" "time" "body" "jerk" NA "std dev" NA
17 "laying" -0.988221713380282 "gyroscope" "time" "body" "jerk" NA "std dev" NA
17 "laying" -0.948257993521127 "accelerometer" "time" "body" NA "magnitude" "std dev" NA
17 "laying" -0.948257993521127 "accelerometer" "time" "gravity" NA "magnitude" "std dev" NA
17 "laying" -0.980126745352113 "accelerometer" "time" "body" "jerk" "magnitude" "std dev" NA
17 "laying" -0.959325498732394 "gyroscope" "time" "body" NA "magnitude" "std dev" NA
17 "laying" -0.982038121126761 "gyroscope" "time" "body" "jerk" "magnitude" "std dev" NA
17 "laying" -0.972438525352113 "accelerometer" "frequency" "body" NA NA "std dev" NA
17 "laying" -0.942791615915493 "accelerometer" "frequency" "body" NA NA "std dev" NA
17 "laying" -0.950116956478873 "accelerometer" "frequency" "body" NA NA "std dev" NA
17 "laying" -0.983213244366197 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
17 "laying" -0.978343915774648 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
17 "laying" -0.983854158873239 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
17 "laying" -0.977203498309859 "gyroscope" "frequency" "body" NA NA "std dev" NA
17 "laying" -0.970627806901408 "gyroscope" "frequency" "body" NA NA "std dev" NA
17 "laying" -0.978357126056338 "gyroscope" "frequency" "body" NA NA "std dev" NA
17 "laying" -0.949042531690141 "accelerometer" "frequency" "body" NA "magnitude" "std dev" NA
17 "laying" -0.979657231408451 "accelerometer" "frequency" "body" "jerk" "magnitude" "std dev" NA
17 "laying" -0.96002383915493 "gyroscope" "frequency" "body" NA "magnitude" "std dev" NA
17 "laying" -0.981983437605634 "gyroscope" "frequency" "body" "jerk" "magnitude" "std dev" NA
17 "sitting" 0.2773570196875 "accelerometer" "time" "body" NA NA "mean" NA
17 "sitting" -0.014156274084375 "accelerometer" "time" "body" NA NA "mean" NA
17 "sitting" -0.11362408509375 "accelerometer" "time" "body" NA NA "mean" NA
17 "sitting" 0.94488374765625 "accelerometer" "time" "gravity" NA NA "mean" NA
17 "sitting" -0.002814673171875 "accelerometer" "time" "gravity" NA NA "mean" NA
17 "sitting" -0.135803881679687 "accelerometer" "time" "gravity" NA NA "mean" NA
17 "sitting" 0.075070986171875 "accelerometer" "time" "body" "jerk" NA "mean" NA
17 "sitting" 0.0056097104915625 "accelerometer" "time" "body" "jerk" NA "mean" NA
17 "sitting" -0.0015544841534375 "accelerometer" "time" "body" "jerk" NA "mean" NA
17 "sitting" -0.042549159015625 "gyroscope" "time" "body" NA NA "mean" NA
17 "sitting" -0.0669245931234375 "gyroscope" "time" "body" NA NA "mean" NA
17 "sitting" 0.0860053803375 "gyroscope" "time" "body" NA NA "mean" NA
17 "sitting" -0.094247696875 "gyroscope" "time" "body" "jerk" NA "mean" NA
17 "sitting" -0.0411134199378125 "gyroscope" "time" "body" "jerk" NA "mean" NA
17 "sitting" -0.051090324421875 "gyroscope" "time" "body" "jerk" NA "mean" NA
17 "sitting" -0.97274734640625 "accelerometer" "time" "body" NA "magnitude" "mean" NA
17 "sitting" -0.97274734640625 "accelerometer" "time" "gravity" NA "magnitude" "mean" NA
17 "sitting" -0.99281471515625 "accelerometer" "time" "body" "jerk" "magnitude" "mean" NA
17 "sitting" -0.967177744375 "gyroscope" "time" "body" NA "magnitude" "mean" NA
17 "sitting" -0.996334795 "gyroscope" "time" "body" "jerk" "magnitude" "mean" NA
17 "sitting" -0.9939693815625 "accelerometer" "frequency" "body" NA NA "mean" NA
17 "sitting" -0.96992798921875 "accelerometer" "frequency" "body" NA NA "mean" NA
17 "sitting" -0.97484160453125 "accelerometer" "frequency" "body" NA NA "mean" NA
17 "sitting" 0.0284866289765625 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
17 "sitting" 0.135749049678125 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
17 "sitting" 0.183913630364062 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
17 "sitting" -0.99454262109375 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
17 "sitting" -0.9883274196875 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
17 "sitting" -0.9888280653125 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
17 "sitting" 0.232009757914063 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
17 "sitting" 0.0885338998796875 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
17 "sitting" 0.099508166859375 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
17 "sitting" -0.98841106765625 "gyroscope" "frequency" "body" NA NA "mean" NA
17 "sitting" -0.98879397953125 "gyroscope" "frequency" "body" NA NA "mean" NA
17 "sitting" -0.98161709828125 "gyroscope" "frequency" "body" NA NA "mean" NA
17 "sitting" 0.167684958779688 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
17 "sitting" -0.148799346228125 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
17 "sitting" 0.123430240928125 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
17 "sitting" -0.973626755 "accelerometer" "frequency" "body" NA "magnitude" "mean" NA
17 "sitting" 0.126009669051562 "accelerometer" "frequency" "body" NA "magnitude" "mean frequency" NA
17 "sitting" -0.99142725046875 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean" NA
17 "sitting" 0.38152125453125 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
17 "sitting" -0.98336929234375 "gyroscope" "frequency" "body" NA "magnitude" "mean" NA
17 "sitting" -0.0181759388351563 "gyroscope" "frequency" "body" NA "magnitude" "mean frequency" NA
17 "sitting" -0.995204564375 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean" NA
17 "sitting" 0.3586823609625 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
17 "sitting" -0.9944439053125 "accelerometer" "time" "body" NA NA "std dev" NA
17 "sitting" -0.96185862984375 "accelerometer" "time" "body" NA NA "std dev" NA
17 "sitting" -0.96572919578125 "accelerometer" "time" "body" NA NA "std dev" NA
17 "sitting" -0.99019661703125 "accelerometer" "time" "gravity" NA NA "std dev" NA
17 "sitting" -0.9667201059375 "accelerometer" "time" "gravity" NA NA "std dev" NA
17 "sitting" -0.9566106440625 "accelerometer" "time" "gravity" NA NA "std dev" NA
17 "sitting" -0.99434060296875 "accelerometer" "time" "body" "jerk" NA "std dev" NA
17 "sitting" -0.98863700234375 "accelerometer" "time" "body" "jerk" NA "std dev" NA
17 "sitting" -0.990529261875 "accelerometer" "time" "body" "jerk" NA "std dev" NA
17 "sitting" -0.98963832578125 "gyroscope" "time" "body" NA NA "std dev" NA
17 "sitting" -0.98612868078125 "gyroscope" "time" "body" NA NA "std dev" NA
17 "sitting" -0.9797052259375 "gyroscope" "time" "body" NA NA "std dev" NA
17 "sitting" -0.9952559371875 "gyroscope" "time" "body" "jerk" NA "std dev" NA
17 "sitting" -0.9949818809375 "gyroscope" "time" "body" "jerk" NA "std dev" NA
17 "sitting" -0.9938412575 "gyroscope" "time" "body" "jerk" NA "std dev" NA
17 "sitting" -0.96506519109375 "accelerometer" "time" "body" NA "magnitude" "std dev" NA
17 "sitting" -0.96506519109375 "accelerometer" "time" "gravity" NA "magnitude" "std dev" NA
17 "sitting" -0.99144649921875 "accelerometer" "time" "body" "jerk" "magnitude" "std dev" NA
17 "sitting" -0.97541025484375 "gyroscope" "time" "body" NA "magnitude" "std dev" NA
17 "sitting" -0.994446755625 "gyroscope" "time" "body" "jerk" "magnitude" "std dev" NA
17 "sitting" -0.99465731359375 "accelerometer" "frequency" "body" NA NA "std dev" NA
17 "sitting" -0.959789141875 "accelerometer" "frequency" "body" NA NA "std dev" NA
17 "sitting" -0.96292107328125 "accelerometer" "frequency" "body" NA NA "std dev" NA
17 "sitting" -0.9946131621875 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
17 "sitting" -0.98991581109375 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
17 "sitting" -0.99081824828125 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
17 "sitting" -0.99004126046875 "gyroscope" "frequency" "body" NA NA "std dev" NA
17 "sitting" -0.984813098125 "gyroscope" "frequency" "body" NA NA "std dev" NA
17 "sitting" -0.9809696453125 "gyroscope" "frequency" "body" NA NA "std dev" NA
17 "sitting" -0.9653996796875 "accelerometer" "frequency" "body" NA "magnitude" "std dev" NA
17 "sitting" -0.99031962640625 "accelerometer" "frequency" "body" "jerk" "magnitude" "std dev" NA
17 "sitting" -0.97471085296875 "gyroscope" "frequency" "body" NA "magnitude" "std dev" NA
17 "sitting" -0.99362452375 "gyroscope" "frequency" "body" "jerk" "magnitude" "std dev" NA
17 "standing" 0.277942503333333 "accelerometer" "time" "body" NA NA "mean" NA
17 "standing" -0.0174120064169231 "accelerometer" "time" "body" NA NA "mean" NA
17 "standing" -0.111432145565 "accelerometer" "time" "body" NA NA "mean" NA
17 "standing" 0.904678547435897 "accelerometer" "time" "gravity" NA NA "mean" NA
17 "standing" -0.257486817948718 "accelerometer" "time" "gravity" NA NA "mean" NA
17 "standing" -0.202687757012821 "accelerometer" "time" "gravity" NA NA "mean" NA
17 "standing" 0.0740864955641026 "accelerometer" "time" "body" "jerk" NA "mean" NA
17 "standing" 0.00657853452564103 "accelerometer" "time" "body" "jerk" NA "mean" NA
17 "standing" -0.00403599594166667 "accelerometer" "time" "body" "jerk" NA "mean" NA
17 "standing" -0.0269576937130769 "gyroscope" "time" "body" NA NA "mean" NA
17 "standing" -0.0770632126371795 "gyroscope" "time" "body" NA NA "mean" NA
17 "standing" 0.0880561869358974 "gyroscope" "time" "body" NA NA "mean" NA
17 "standing" -0.101289168653846 "gyroscope" "time" "body" "jerk" NA "mean" NA
17 "standing" -0.0404518753974359 "gyroscope" "time" "body" "jerk" NA "mean" NA
17 "standing" -0.0546331330897436 "gyroscope" "time" "body" "jerk" NA "mean" NA
17 "standing" -0.977635981410256 "accelerometer" "time" "body" NA "magnitude" "mean" NA
17 "standing" -0.977635981410256 "accelerometer" "time" "gravity" NA "magnitude" "mean" NA
17 "standing" -0.991742753589744 "accelerometer" "time" "body" "jerk" "magnitude" "mean" NA
17 "standing" -0.978184576538462 "gyroscope" "time" "body" NA "magnitude" "mean" NA
17 "standing" -0.993672973717949 "gyroscope" "time" "body" "jerk" "magnitude" "mean" NA
17 "standing" -0.990927533846154 "accelerometer" "frequency" "body" NA NA "mean" NA
17 "standing" -0.97417056948718 "accelerometer" "frequency" "body" NA NA "mean" NA
17 "standing" -0.980231575769231 "accelerometer" "frequency" "body" NA NA "mean" NA
17 "standing" -0.0325532545820513 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
17 "standing" 0.0455207736730769 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
17 "standing" 0.107584733661538 "accelerometer" "frequency" "body" NA NA "mean frequency" NA
17 "standing" -0.992129225769231 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
17 "standing" -0.986278342435897 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
17 "standing" -0.989563633076923 "accelerometer" "frequency" "body" "jerk" NA "mean" NA
17 "standing" 0.257118196283333 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
17 "standing" 0.0739987319439744 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
17 "standing" 0.0847226210125641 "accelerometer" "frequency" "body" "jerk" NA "mean frequency" NA
17 "standing" -0.980696264102564 "gyroscope" "frequency" "body" NA NA "mean" NA
17 "standing" -0.987334041282051 "gyroscope" "frequency" "body" NA NA "mean" NA
17 "standing" -0.985954978205128 "gyroscope" "frequency" "body" NA NA "mean" NA
17 "standing" -0.139034612666154 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
17 "standing" -0.162736719461538 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
17 "standing" 0.0601796814102564 "gyroscope" "frequency" "body" NA NA "mean frequency" NA
17 "standing" -0.980967748205128 "accelerometer" "frequency" "body" NA "magnitude" "mean" NA
17 "standing" 0.119058407512821 "accelerometer" "frequency" "body" NA "magnitude" "mean frequency" NA
17 "standing" -0.990162798846154 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean" NA
17 "standing" 0.426849040797436 "accelerometer" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
17 "standing" -0.984291131538461 "gyroscope" "frequency" "body" NA "magnitude" "mean" NA
17 "standing" -0.115635141833333 "gyroscope" "frequency" "body" NA "magnitude" "mean frequency" NA
17 "standing" -0.992723939358974 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean" NA
17 "standing" 0.314617814282051 "gyroscope" "frequency" "body" "jerk" "magnitude" "mean frequency" NA
17 "standing" -0.991163919871795 "accelerometer" "time" "body" NA NA "std dev" NA
17 "standing" -0.968176663717949 "accelerometer" "time" "body" NA NA "std dev" NA
17 "standing" -0.970462679230769 "accelerometer" "time" "body" NA NA "std dev" NA
17 "standing" -0.985751365769231 "accelerometer" "time" "gravity" NA NA "std dev" NA
17 "standing" -0.975810476025641 "accelerometer" "time" "gravity" NA NA "std dev" NA
17 "standing" -0.969171762179487 "accelerometer" "time" "gravity" NA NA "std dev" NA
17 "standing" -0.992094005512821 "accelerometer" "time" "body" "jerk" NA "std dev" NA
17 "standing" -0.98666125974359 "accelerometer" "time" "body" "jerk" NA "std dev" NA
17 "standing" -0.991217027307692 "accelerometer" "time" "body" "jerk" NA "std dev" NA
17 "standing" -0.981373082948718 "gyroscope" "time" "body" NA NA "std dev" NA
17 "standing" -0.985121164615385 "gyroscope" "time" "body" NA NA "std dev" NA
17 "standing" -0.985538363333333 "gyroscope" "time" "body" NA NA "std dev" NA
17 "standing" -0.989257196282051 "gyroscope" "time" "body" "jerk" NA "std dev" NA
17 "standing" -0.993699908589744 "gyroscope" "time" "body" "jerk" NA "std dev" NA
17 "standing" -0.992327099487179 "gyroscope" "time" "body" "jerk" NA "std dev" NA
17 "standing" -0.975377309871795 "accelerometer" "time" "body" NA "magnitude" "std dev" NA
17 "standing" -0.975377309871795 "accelerometer" "time" "gravity" NA "magnitude" "std dev" NA
17 "standing" -0.990363248205128 "accelerometer" "time" "body" "jerk" "magnitude" "std dev" NA
17 "standing" -0.977680837435897 "gyroscope" "time" "body" NA "magnitude" "std dev" NA
17 "standing" -0.992372117307692 "gyroscope" "time" "body" "jerk" "magnitude" "std dev" NA
17 "standing" -0.991318528333333 "accelerometer" "frequency" "body" NA NA "std dev" NA
17 "standing" -0.966427323846154 "accelerometer" "frequency" "body" NA NA "std dev" NA
17 "standing" -0.966999000897436 "accelerometer" "frequency" "body" NA NA "std dev" NA
17 "standing" -0.992775377692308 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
17 "standing" -0.988200349487179 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
17 "standing" -0.991450377692308 "accelerometer" "frequency" "body" "jerk" NA "std dev" NA
17 "standing" -0.981791318076923 "gyroscope" "frequency" "body" NA NA "std dev" NA
17 "standing" -0.983946584871795 "gyroscope" "frequency" "body" NA NA "std dev" NA
17 "standing" -0.986725274871795 "gyroscope" "frequency" "body" NA NA "std dev" NA
17 "standing" -0.975504840641026 "accelerometer" "frequency" "body" NA "magnitude" "std dev" NA
17 "standing" -0.989472086666667 "accelerometer" "frequency" "body" "jerk" "magnitude" "std dev" NA
17 "standing" -0.977263418717949 "gyroscope" "frequency" "body" NA "magnitude" "std dev" NA
17 "standing" -0.992177303589744 "gyroscope" "frequency" "body" "jerk" "magnitude" "std dev" NA
17 "walking" 0.272341855245902 "accelerometer" "time" "body" NA NA "mean" NA
17 "walking" -0.0184875403339344 "accelerometer" "time" "body" NA NA "mean" NA
17 "walking" -0.109792122032787 "accelerometer" "time" "body" NA NA "mean" NA
